phenocode	phenotype	category	num_cases	num_controls	path_bucket	path_https
AB1_OTHER_MYCOBAC	Infection due to other mycobacteria	I Certain infectious and parasitic diseases (AB1_)	576	433757	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_MYCOBAC.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_MYCOBAC.gz
AB1_OTHER_PROTOZOAL	Other protozoal intestinal diseases	I Certain infectious and parasitic diseases (AB1_)	534	441806	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_PROTOZOAL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_PROTOZOAL.gz
AB1_OTHER_PROTOZOAL_WIDE	Other protozoal intestinal diseases	I Certain infectious and parasitic diseases (AB1_)	828	441558	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_PROTOZOAL_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_PROTOZOAL_WIDE.gz
AB1_OTHER_SEPSIS	Other septicaemia	I Certain infectious and parasitic diseases (AB1_)	19048	433757	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_SEPSIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_SEPSIS.gz
AB1_OTHER_SPIROCHAETAL	Other spirochaetal diseases	I Certain infectious and parasitic diseases (AB1_)	13798	486388	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_SPIROCHAETAL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_SPIROCHAETAL.gz
AB1_OTHER_SPIROCHAETAL_WIDE	Other spirochaetal diseases	I Certain infectious and parasitic diseases (AB1_)	14000	486186	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_SPIROCHAETAL_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_SPIROCHAETAL_WIDE.gz
AB1_OTHER_SUPERF_MYCOSIS	Other superficial mycoses	I Certain infectious and parasitic diseases (AB1_)	804	487915	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_SUPERF_MYCOSIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_SUPERF_MYCOSIS.gz
AB1_OTHER_SUPERF_MYCOSIS_WIDE	Other superficial mycoses	I Certain infectious and parasitic diseases (AB1_)	4416	484434	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_SUPERF_MYCOSIS_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_SUPERF_MYCOSIS_WIDE.gz
AB1_OTHER_VIRAL	Other viral diseases	I Certain infectious and parasitic diseases (AB1_)	14746	485440	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_VIRAL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_VIRAL.gz
AB1_OTHER_VIRAL_WIDE	Other viral diseases	I Certain infectious and parasitic diseases (AB1_)	19730	480456	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_VIRAL_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_VIRAL_WIDE.gz
AB1_OTHER_ZOONOTIC_WIDE	Other zoonotic bacterial diseases, not elsewhere classified	I Certain infectious and parasitic diseases (AB1_)	151	499397	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_ZOONOTIC_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_OTHER_ZOONOTIC_WIDE.gz
AB1_PARASITIC_NOS	Unspecified parasitic disease	I Certain infectious and parasitic diseases (AB1_)	287	497786	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_PARASITIC_NOS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_PARASITIC_NOS.gz
AB1_PEDICULOSIS_ACARIASIS_OTHERINFEST	Pediculosis, acariasis and other infestations	I Certain infectious and parasitic diseases (AB1_)	2400	497786	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_PEDICULOSIS_ACARIASIS_OTHERINFEST.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_PEDICULOSIS_ACARIASIS_OTHERINFEST.gz
AB1_PEDICULOSIS_ACARIASIS_OTHERINFEST_WIDE	Pediculosis, acariasis and other infestations	I Certain infectious and parasitic diseases (AB1_)	7448	492738	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_PEDICULOSIS_ACARIASIS_OTHERINFEST_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_PEDICULOSIS_ACARIASIS_OTHERINFEST_WIDE.gz
AB1_PEDICULOSIS_AND_PHTHIRIAASIS	Pediculosis and phthiriasis	I Certain infectious and parasitic diseases (AB1_)	112	497786	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_PEDICULOSIS_AND_PHTHIRIAASIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_PEDICULOSIS_AND_PHTHIRIAASIS.gz
AB1_PEDICULOSIS_AND_PHTHIRIAASIS_WIDE	Pediculosis and phthiriasis	I Certain infectious and parasitic diseases (AB1_)	218	497680	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_PEDICULOSIS_AND_PHTHIRIAASIS_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_PEDICULOSIS_AND_PHTHIRIAASIS_WIDE.gz
AB1_PNEUMOCYSTOSIS	Pneumocystosis	I Certain infectious and parasitic diseases (AB1_)	637	499140	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_PNEUMOCYSTOSIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_PNEUMOCYSTOSIS.gz
AB1_POLIOMYELITIS	Acute poliomyelitis	I Certain infectious and parasitic diseases (AB1_)	470	497246	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_POLIOMYELITIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_POLIOMYELITIS.gz
AB1_PROTOZOAL	Protozoal diseases	I Certain infectious and parasitic diseases (AB1_)	1046	499140	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_PROTOZOAL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_PROTOZOAL.gz
AB1_RELAP_FEVER	Relapsing fevers	I Certain infectious and parasitic diseases (AB1_)	76	486388	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_RELAP_FEVER.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_RELAP_FEVER.gz
AB1_RELAP_FEVER_WIDE	Relapsing fevers	I Certain infectious and parasitic diseases (AB1_)	91	486373	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_RELAP_FEVER_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_RELAP_FEVER_WIDE.gz
AB1_RESP_TUBERCU_CONF	Respiratory tuberculosis, confirmed	I Certain infectious and parasitic diseases (AB1_)	699	497102	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_RESP_TUBERCU_CONF.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_RESP_TUBERCU_CONF.gz
AB1_RESP_TUBERCU_NONCONF	Respiratory tuberculosis, not confirmed	I Certain infectious and parasitic diseases (AB1_)	1639	497102	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_RESP_TUBERCU_NONCONF.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_RESP_TUBERCU_NONCONF.gz
AB1_RICKETTSIOSES	Rickettsioses	I Certain infectious and parasitic diseases (AB1_)	64	500122	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_RICKETTSIOSES.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_RICKETTSIOSES.gz
AB1_RICKETTSIOSES_WIDE	Rickettsioses	I Certain infectious and parasitic diseases (AB1_)	80	500106	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_RICKETTSIOSES_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_RICKETTSIOSES_WIDE.gz
AB1_RUBELLA	Rubella [German measles]	I Certain infectious and parasitic diseases (AB1_)	1265	478888	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_RUBELLA.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_RUBELLA.gz
AB1_SALMONELLA_OTH	Other salmonella infections	I Certain infectious and parasitic diseases (AB1_)	1442	441806	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SALMONELLA_OTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SALMONELLA_OTH.gz
AB1_SALMONELLA_OTH_WIDE	Other salmonella infections	I Certain infectious and parasitic diseases (AB1_)	1751	441557	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SALMONELLA_OTH_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SALMONELLA_OTH_WIDE.gz
AB1_SCABIES	Scabies	I Certain infectious and parasitic diseases (AB1_)	1844	497786	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SCABIES.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SCABIES.gz
AB1_SCABIES_WIDE	Scabies	I Certain infectious and parasitic diseases (AB1_)	6278	493362	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SCABIES_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SCABIES_WIDE.gz
AB1_SCARLET_FEVER	Scarlet fever	I Certain infectious and parasitic diseases (AB1_)	258	433757	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SCARLET_FEVER.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SCARLET_FEVER.gz
AB1_SCARLET_FEVER_WIDE	Scarlet fever	I Certain infectious and parasitic diseases (AB1_)	331	433690	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SCARLET_FEVER_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SCARLET_FEVER_WIDE.gz
AB1_SCHISTOSOMIASIS_WIDE	Schistosomiasis [bilharziasis]	I Certain infectious and parasitic diseases (AB1_)	111	499486	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SCHISTOSOMIASIS_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SCHISTOSOMIASIS_WIDE.gz
AB1_SEPSIS_BACT_IMPL_WIDE	Implicit bacterial Sepsis	I Certain infectious and parasitic diseases (AB1_)	22788	437107	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEPSIS_BACT_IMPL_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEPSIS_BACT_IMPL_WIDE.gz
AB1_SEPSIS_CONDITION_WIDE	Condition for Implicit Sepsis (Organ dysfunction codes)	I Certain infectious and parasitic diseases (AB1_)	69607	415312	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEPSIS_CONDITION_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEPSIS_CONDITION_WIDE.gz
AB1_SEPSIS_FUNGAL_IMPL_WIDE	Implicit fungal Sepsis	I Certain infectious and parasitic diseases (AB1_)	2659	437423	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEPSIS_FUNGAL_IMPL_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEPSIS_FUNGAL_IMPL_WIDE.gz
AB1_SEPSIS_IMPLICIT_WIDE	Implicit Sepsis	I Certain infectious and parasitic diseases (AB1_)	53325	430878	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEPSIS_IMPLICIT_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEPSIS_IMPLICIT_WIDE.gz
AB1_SEPSIS_PARAS_IMPL_WIDE	Implicit parasitic Sepsis	I Certain infectious and parasitic diseases (AB1_)	203	437584	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEPSIS_PARAS_IMPL_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEPSIS_PARAS_IMPL_WIDE.gz
AB1_SEPSIS_VIRAL_IMPL_WIDE	Implicit viral Sepsis	I Certain infectious and parasitic diseases (AB1_)	14000	436394	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEPSIS_VIRAL_IMPL_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEPSIS_VIRAL_IMPL_WIDE.gz
AB1_SEQULAE_INF_NOS	Sequelae of other and unspecified infectious and parasitic diseases	I Certain infectious and parasitic diseases (AB1_)	2213	496974	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEQULAE_INF_NOS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEQULAE_INF_NOS.gz
AB1_SEQULAE_POLIO	Sequelae of poliomyelitis	I Certain infectious and parasitic diseases (AB1_)	270	496974	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEQULAE_POLIO.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEQULAE_POLIO.gz
AB1_SEQULAE_POLIO_WIDE	Sequelae of poliomyelitis	I Certain infectious and parasitic diseases (AB1_)	312	496933	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEQULAE_POLIO_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEQULAE_POLIO_WIDE.gz
AB1_SEQULAE_TUBERCU	Sequelae of tuberculosis	I Certain infectious and parasitic diseases (AB1_)	737	496974	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEQULAE_TUBERCU.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEQULAE_TUBERCU.gz
AB1_SEQULEAE_OF_INFECTIONS_AND_PARASITES	Sequelae of infectious and parasitic diseases	I Certain infectious and parasitic diseases (AB1_)	3212	496974	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEQULEAE_OF_INFECTIONS_AND_PARASITES.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEQULEAE_OF_INFECTIONS_AND_PARASITES.gz
AB1_SEXUAL_TRANSMISSION	Infections with a predominantly sexual mode of transmission	I Certain infectious and parasitic diseases (AB1_)	15254	484932	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEXUAL_TRANSMISSION.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEXUAL_TRANSMISSION.gz
AB1_SEXUAL_TRANSMISSION_NOS	Other predominantly sexually transmitted diseases, not elsewhere classified	I Certain infectious and parasitic diseases (AB1_)	8049	484932	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEXUAL_TRANSMISSION_NOS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEXUAL_TRANSMISSION_NOS.gz
AB1_SEXUAL_TRANSMISSION_NOS_WIDE	Other predominantly sexually transmitted diseases, not elsewhere classified	I Certain infectious and parasitic diseases (AB1_)	10068	482995	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEXUAL_TRANSMISSION_NOS_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEXUAL_TRANSMISSION_NOS_WIDE.gz
AB1_SEXUAL_TRANSMISSION_WIDE	Infections with a predominantly sexual mode of transmission	I Certain infectious and parasitic diseases (AB1_)	20836	479350	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEXUAL_TRANSMISSION_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SEXUAL_TRANSMISSION_WIDE.gz
AB1_SHIGELLOSIS	Shigellosis	I Certain infectious and parasitic diseases (AB1_)	117	441806	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SHIGELLOSIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SHIGELLOSIS.gz
AB1_SHIGELLOSIS_WIDE	Shigellosis	I Certain infectious and parasitic diseases (AB1_)	258	441702	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SHIGELLOSIS_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SHIGELLOSIS_WIDE.gz
AB1_SPIROCHE_OTHER_WIDE	Spirochaetal infections, other/unspecified	I Certain infectious and parasitic diseases (AB1_)	13751	486307	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SPIROCHE_OTHER_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SPIROCHE_OTHER_WIDE.gz
AB1_STREPTO_SEPSIS	Streptococcal septicaemia	I Certain infectious and parasitic diseases (AB1_)	3657	433757	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_STREPTO_SEPSIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_STREPTO_SEPSIS.gz
AB1_STREPTSTAPHYCOCC_INOTHER	Streptococcus and staphylococcus as the cause of diseases classified to other chapters	I Certain infectious and parasitic diseases (AB1_)	201	496595	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_STREPTSTAPHYCOCC_INOTHER.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_STREPTSTAPHYCOCC_INOTHER.gz
AB1_STREPTSTAPHYCOCC_INOTHER_WIDE	Streptococcus and staphylococcus as the cause of diseases classified to other chapters	I Certain infectious and parasitic diseases (AB1_)	264	496535	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_STREPTSTAPHYCOCC_INOTHER_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_STREPTSTAPHYCOCC_INOTHER_WIDE.gz
AB1_SYPHILIS	Syphilis	I Certain infectious and parasitic diseases (AB1_)	910	484932	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SYPHILIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SYPHILIS.gz
AB1_SYPHILIS_NOS	Other and unspecified syphilis	I Certain infectious and parasitic diseases (AB1_)	94	484932	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SYPHILIS_NOS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SYPHILIS_NOS.gz
AB1_SYPHILIS_NOS_WIDE	Other and unspecified syphilis	I Certain infectious and parasitic diseases (AB1_)	124	484927	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SYPHILIS_NOS_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SYPHILIS_NOS_WIDE.gz
AB1_SYPHILIS_WIDE	Syphilis	I Certain infectious and parasitic diseases (AB1_)	910	484932	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_SYPHILIS_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_SYPHILIS_WIDE.gz
AB1_TICK_BORNE_ENCEPHALITIS	Tick-borne viral encephalitis	I Certain infectious and parasitic diseases (AB1_)	147	497246	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_TICK_BORNE_ENCEPHALITIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_TICK_BORNE_ENCEPHALITIS.gz
AB1_TICK_BORNE_ENCEPHALITIS_WIDE	Tick-borne viral encephalitis	I Certain infectious and parasitic diseases (AB1_)	168	497227	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_TICK_BORNE_ENCEPHALITIS_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_TICK_BORNE_ENCEPHALITIS_WIDE.gz
AB1_TOXOPLASMOSIS	Toxoplasmosis	I Certain infectious and parasitic diseases (AB1_)	201	499140	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_TOXOPLASMOSIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_TOXOPLASMOSIS.gz
AB1_TRICHOMONIASIS	Trichomoniasis	I Certain infectious and parasitic diseases (AB1_)	275	484932	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_TRICHOMONIASIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_TRICHOMONIASIS.gz
AB1_TRICHOMONIASIS_WIDE	Trichomoniasis	I Certain infectious and parasitic diseases (AB1_)	320	484890	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_TRICHOMONIASIS_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_TRICHOMONIASIS_WIDE.gz
AB1_TUBERCULOSIS	Tuberculosis, wide	I Certain infectious and parasitic diseases (AB1_)	3084	497102	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_TUBERCULOSIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_TUBERCULOSIS.gz
AB1_TUBERCU_MILIARY	Miliary tuberculosis	I Certain infectious and parasitic diseases (AB1_)	61	497102	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_TUBERCU_MILIARY.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_TUBERCU_MILIARY.gz
AB1_TUBERCU_OTH_ORG	Tuberculosis of other organs, strict	I Certain infectious and parasitic diseases (AB1_)	893	497102	gs://finngen-public-data-r13/summary_stats/finngen_R13_AB1_TUBERCU_OTH_ORG.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AB1_TUBERCU_OTH_ORG.gz
