source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
Plasma	MonoMacro	IL16	CD4	0.107066963537905	0	IL16_CD4	IL16 - CD4	IL16	Secreted Signaling	KEGG: hsa04060
Tprolif	MonoMacro	IL16	CD4	0.0647080656568599	0	IL16_CD4	IL16 - CD4	IL16	Secreted Signaling	KEGG: hsa04060
B	pDC	IL16	CD4	0.167447808034602	0	IL16_CD4	IL16 - CD4	IL16	Secreted Signaling	KEGG: hsa04060
CD4_Glyco_hi	pDC	IL16	CD4	0.0780315829599243	0	IL16_CD4	IL16 - CD4	IL16	Secreted Signaling	KEGG: hsa04060
CD4_Glyco_lo	pDC	IL16	CD4	0.0911191950725328	0	IL16_CD4	IL16 - CD4	IL16	Secreted Signaling	KEGG: hsa04060
CD8T	pDC	IL16	CD4	0.0793415835726013	0	IL16_CD4	IL16 - CD4	IL16	Secreted Signaling	KEGG: hsa04060
MonoMacro	pDC	IL16	CD4	0.0691307442574256	0	IL16_CD4	IL16 - CD4	IL16	Secreted Signaling	KEGG: hsa04060
NK	pDC	IL16	CD4	0.0638587727717246	0	IL16_CD4	IL16 - CD4	IL16	Secreted Signaling	KEGG: hsa04060
pDC	pDC	IL16	CD4	0.201746343848522	0	IL16_CD4	IL16 - CD4	IL16	Secreted Signaling	KEGG: hsa04060
Plasma	pDC	IL16	CD4	0.136100795168557	0	IL16_CD4	IL16 - CD4	IL16	Secreted Signaling	KEGG: hsa04060
Tprolif	pDC	IL16	CD4	0.0833271609452001	0	IL16_CD4	IL16 - CD4	IL16	Secreted Signaling	KEGG: hsa04060
CD4_Glyco_hi	B	IFNG	IFNGR1_IFNGR2	0.0113123377541885	0	IFNG_IFNGR1_IFNGR2	IFNG - (IFNGR1+IFNGR2)	IFN-II	Secreted Signaling	KEGG: hsa04060
CD4_Glyco_lo	B	IFNG	IFNGR1_IFNGR2	0.0119895864963247	0	IFNG_IFNGR1_IFNGR2	IFNG - (IFNGR1+IFNGR2)	IFN-II	Secreted Signaling	KEGG: hsa04060
CD8T	B	IFNG	IFNGR1_IFNGR2	0.0146558818784754	0	IFNG_IFNGR1_IFNGR2	IFNG - (IFNGR1+IFNGR2)	IFN-II	Secreted Signaling	KEGG: hsa04060
NK	B	IFNG	IFNGR1_IFNGR2	0.0123593677047564	0	IFNG_IFNGR1_IFNGR2	IFNG - (IFNGR1+IFNGR2)	IFN-II	Secreted Signaling	KEGG: hsa04060
Tprolif	B	IFNG	IFNGR1_IFNGR2	0.0310440700567101	0	IFNG_IFNGR1_IFNGR2	IFNG - (IFNGR1+IFNGR2)	IFN-II	Secreted Signaling	KEGG: hsa04060
CD4_Glyco_hi	MonoMacro	IFNG	IFNGR1_IFNGR2	0.0606062707119625	0	IFNG_IFNGR1_IFNGR2	IFNG - (IFNGR1+IFNGR2)	IFN-II	Secreted Signaling	KEGG: hsa04060
CD4_Glyco_lo	MonoMacro	IFNG	IFNGR1_IFNGR2	0.0640434924615861	0	IFNG_IFNGR1_IFNGR2	IFNG - (IFNGR1+IFNGR2)	IFN-II	Secreted Signaling	KEGG: hsa04060
CD8T	MonoMacro	IFNG	IFNGR1_IFNGR2	0.0773791489296454	0	IFNG_IFNGR1_IFNGR2	IFNG - (IFNGR1+IFNGR2)	IFN-II	Secreted Signaling	KEGG: hsa04060
NK	MonoMacro	IFNG	IFNGR1_IFNGR2	0.0659116120044832	0	IFNG_IFNGR1_IFNGR2	IFNG - (IFNGR1+IFNGR2)	IFN-II	Secreted Signaling	KEGG: hsa04060
Tprolif	MonoMacro	IFNG	IFNGR1_IFNGR2	0.153012910535527	0	IFNG_IFNGR1_IFNGR2	IFNG - (IFNGR1+IFNGR2)	IFN-II	Secreted Signaling	KEGG: hsa04060
CD4_Glyco_hi	pDC	IFNG	IFNGR1_IFNGR2	0.0128264212095793	0	IFNG_IFNGR1_IFNGR2	IFNG - (IFNGR1+IFNGR2)	IFN-II	Secreted Signaling	KEGG: hsa04060
CD4_Glyco_lo	pDC	IFNG	IFNGR1_IFNGR2	0.013593069081458	0	IFNG_IFNGR1_IFNGR2	IFNG - (IFNGR1+IFNGR2)	IFN-II	Secreted Signaling	KEGG: hsa04060
CD8T	pDC	IFNG	IFNGR1_IFNGR2	0.0166099589510922	0	IFNG_IFNGR1_IFNGR2	IFNG - (IFNGR1+IFNGR2)	IFN-II	Secreted Signaling	KEGG: hsa04060
NK	pDC	IFNG	IFNGR1_IFNGR2	0.01401160333918	0	IFNG_IFNGR1_IFNGR2	IFNG - (IFNGR1+IFNGR2)	IFN-II	Secreted Signaling	KEGG: hsa04060
Tprolif	pDC	IFNG	IFNGR1_IFNGR2	0.0351053458480245	0	IFNG_IFNGR1_IFNGR2	IFNG - (IFNGR1+IFNGR2)	IFN-II	Secreted Signaling	KEGG: hsa04060
MonoMacro	MonoMacro	TNF	TNFRSF1A	0.037896008958591	0	TNF_TNFRSF1A	TNF - TNFRSF1A	TNF	Secreted Signaling	KEGG: hsa04060
MonoMacro	CD4_Glyco_hi	TNF	TNFRSF1B	0.0329641706600482	0	TNF_TNFRSF1B	TNF - TNFRSF1B	TNF	Secreted Signaling	KEGG: hsa04060
MonoMacro	CD4_Glyco_lo	TNF	TNFRSF1B	0.0263932508777223	0	TNF_TNFRSF1B	TNF - TNFRSF1B	TNF	Secreted Signaling	KEGG: hsa04060
MonoMacro	CD8T	TNF	TNFRSF1B	0.0231688071189417	0	TNF_TNFRSF1B	TNF - TNFRSF1B	TNF	Secreted Signaling	KEGG: hsa04060
MonoMacro	MonoMacro	TNF	TNFRSF1B	0.0379318228527559	0	TNF_TNFRSF1B	TNF - TNFRSF1B	TNF	Secreted Signaling	KEGG: hsa04060
MonoMacro	NK	TNF	TNFRSF1B	0.0153535582893286	0	TNF_TNFRSF1B	TNF - TNFRSF1B	TNF	Secreted Signaling	KEGG: hsa04060
MonoMacro	pDC	TNF	TNFRSF1B	0.0279175303946795	0	TNF_TNFRSF1B	TNF - TNFRSF1B	TNF	Secreted Signaling	KEGG: hsa04060
MonoMacro	Tprolif	TNF	TNFRSF1B	0.0333981760287525	0	TNF_TNFRSF1B	TNF - TNFRSF1B	TNF	Secreted Signaling	KEGG: hsa04060
Tprolif	CD4_Glyco_hi	FASLG	FAS	0.00916199601793093	0	FASL_FAS	FASL - FAS	FASLG	Secreted Signaling	KEGG: hsa04060
Tprolif	CD4_Glyco_lo	FASLG	FAS	0.000434485747602445	0	FASL_FAS	FASL - FAS	FASLG	Secreted Signaling	KEGG: hsa04060
Tprolif	Tprolif	FASLG	FAS	0.010634019746613	0	FASL_FAS	FASL - FAS	FASLG	Secreted Signaling	KEGG: hsa04060
CD4_Glyco_lo	CD4_Glyco_hi	TNFSF9	TNFRSF9	0.00149498424864232	0	TNFSF9_TNFRSF9	TNFSF9 - TNFRSF9	CD137	Secreted Signaling	KEGG: hsa04060
CD8T	CD4_Glyco_hi	TNFSF9	TNFRSF9	0.00210835757557695	0	TNFSF9_TNFRSF9	TNFSF9 - TNFRSF9	CD137	Secreted Signaling	KEGG: hsa04060
pDC	CD4_Glyco_hi	TNFSF9	TNFRSF9	0.00677958259521959	0	TNFSF9_TNFRSF9	TNFSF9 - TNFRSF9	CD137	Secreted Signaling	KEGG: hsa04060
Tprolif	CD4_Glyco_hi	TNFSF9	TNFRSF9	0.00252200704298996	0	TNFSF9_TNFRSF9	TNFSF9 - TNFRSF9	CD137	Secreted Signaling	KEGG: hsa04060
CD4_Glyco_lo	CD8T	TNFSF9	TNFRSF9	0.00326561510854697	0	TNFSF9_TNFRSF9	TNFSF9 - TNFRSF9	CD137	Secreted Signaling	KEGG: hsa04060
CD8T	CD8T	TNFSF9	TNFRSF9	0.00460210782895372	0	TNFSF9_TNFRSF9	TNFSF9 - TNFRSF9	CD137	Secreted Signaling	KEGG: hsa04060
pDC	CD8T	TNFSF9	TNFRSF9	0.0147169401362497	0	TNFSF9_TNFRSF9	TNFSF9 - TNFRSF9	CD137	Secreted Signaling	KEGG: hsa04060
Tprolif	CD8T	TNFSF9	TNFRSF9	0.00550232116395427	0	TNFSF9_TNFRSF9	TNFSF9 - TNFRSF9	CD137	Secreted Signaling	KEGG: hsa04060
CD4_Glyco_lo	Tprolif	TNFSF9	TNFRSF9	0.00471144081913491	0	TNFSF9_TNFRSF9	TNFSF9 - TNFRSF9	CD137	Secreted Signaling	KEGG: hsa04060
CD8T	Tprolif	TNFSF9	TNFRSF9	0.00663571594295869	0	TNFSF9_TNFRSF9	TNFSF9 - TNFRSF9	CD137	Secreted Signaling	KEGG: hsa04060
pDC	Tprolif	TNFSF9	TNFRSF9	0.0211252951664429	0	TNFSF9_TNFRSF9	TNFSF9 - TNFRSF9	CD137	Secreted Signaling	KEGG: hsa04060
Tprolif	Tprolif	TNFSF9	TNFRSF9	0.00793055186708417	0	TNFSF9_TNFRSF9	TNFSF9 - TNFRSF9	CD137	Secreted Signaling	KEGG: hsa04060
MonoMacro	Plasma	TNFSF13	TNFRSF17	0.0915754478867439	0	TNFSF13_TNFRSF17	TNFSF13 - TNFRSF17	APRIL	Secreted Signaling	KEGG: hsa04060
pDC	Plasma	TNFSF13	TNFRSF17	0.119300542030078	0	TNFSF13_TNFRSF17	TNFSF13 - TNFRSF17	APRIL	Secreted Signaling	KEGG: hsa04060
MonoMacro	Plasma	TNFSF13	TNFRSF13B	0.00931792461824857	0	TNFSF13_TNFRSF13B	TNFSF13 - TNFRSF13B	APRIL	Secreted Signaling	KEGG: hsa04060
pDC	Plasma	TNFSF13	TNFRSF13B	0.0124811550767986	0	TNFSF13_TNFRSF13B	TNFSF13 - TNFRSF13B	APRIL	Secreted Signaling	KEGG: hsa04060
MonoMacro	Plasma	TNFSF13B	TNFRSF17	0.116963138519824	0	TNFSF13B_TNFRSF17	TNFSF13B - TNFRSF17	BAFF	Secreted Signaling	KEGG: hsa04060
pDC	Plasma	TNFSF13B	TNFRSF17	0.0462109096685118	0	TNFSF13B_TNFRSF17	TNFSF13B - TNFRSF17	BAFF	Secreted Signaling	KEGG: hsa04060
MonoMacro	Plasma	TNFSF13B	TNFRSF13B	0.0122076074833954	0	TNFSF13B_TNFRSF13B	TNFSF13B - TNFRSF13B	BAFF	Secreted Signaling	KEGG: hsa04060
pDC	Plasma	TNFSF13B	TNFRSF13B	0.0045001610943813	0	TNFSF13B_TNFRSF13B	TNFSF13B - TNFRSF13B	BAFF	Secreted Signaling	KEGG: hsa04060
B	MonoMacro	NAMPT	ITGA5_ITGB1	0.00797484285542628	0	NAMPT_ITGA5_ITGB1	NAMPT - (ITGA5+ITGB1)	VISFATIN	Secreted Signaling	PMID: 28490838
CD4_Glyco_hi	MonoMacro	NAMPT	ITGA5_ITGB1	0.0262574755839391	0	NAMPT_ITGA5_ITGB1	NAMPT - (ITGA5+ITGB1)	VISFATIN	Secreted Signaling	PMID: 28490838
CD4_Glyco_lo	MonoMacro	NAMPT	ITGA5_ITGB1	0.0231092376223908	0	NAMPT_ITGA5_ITGB1	NAMPT - (ITGA5+ITGB1)	VISFATIN	Secreted Signaling	PMID: 28490838
CD8T	MonoMacro	NAMPT	ITGA5_ITGB1	0.0241287194587368	0	NAMPT_ITGA5_ITGB1	NAMPT - (ITGA5+ITGB1)	VISFATIN	Secreted Signaling	PMID: 28490838
MonoMacro	MonoMacro	NAMPT	ITGA5_ITGB1	0.111628122697163	0	NAMPT_ITGA5_ITGB1	NAMPT - (ITGA5+ITGB1)	VISFATIN	Secreted Signaling	PMID: 28490838
NK	MonoMacro	NAMPT	ITGA5_ITGB1	0.000313347168133823	0	NAMPT_ITGA5_ITGB1	NAMPT - (ITGA5+ITGB1)	VISFATIN	Secreted Signaling	PMID: 28490838
pDC	MonoMacro	NAMPT	ITGA5_ITGB1	0.023926749978766	0	NAMPT_ITGA5_ITGB1	NAMPT - (ITGA5+ITGB1)	VISFATIN	Secreted Signaling	PMID: 28490838
Plasma	MonoMacro	NAMPT	ITGA5_ITGB1	0.00220767106623241	0	NAMPT_ITGA5_ITGB1	NAMPT - (ITGA5+ITGB1)	VISFATIN	Secreted Signaling	PMID: 28490838
Tprolif	MonoMacro	NAMPT	ITGA5_ITGB1	0.0296199289769317	0	NAMPT_ITGA5_ITGB1	NAMPT - (ITGA5+ITGB1)	VISFATIN	Secreted Signaling	PMID: 28490838
Plasma	MonoMacro	C4A	C3AR1	0.0107807101290873	0	C4A_C3AR1	C4A - C3AR1	COMPLEMENT	Secreted Signaling	PMID: 16234578
Plasma	B	C4A	CR2	0.00750673507975957	0	C4A_CR2	C4A - CR2	COMPLEMENT	Secreted Signaling	PMID: 16234578
CD4_Glyco_lo	CD4_Glyco_hi	GZMA	F2R	0.0119418800435379	0.04	GZMA_F2R	GZMA - F2R	PARs	Secreted Signaling	KEGG: hsa04080
CD8T	CD4_Glyco_hi	GZMA	F2R	0.0133144397921661	0.01	GZMA_F2R	GZMA - F2R	PARs	Secreted Signaling	KEGG: hsa04080
NK	CD4_Glyco_hi	GZMA	F2R	0.0154137567337906	0.04	GZMA_F2R	GZMA - F2R	PARs	Secreted Signaling	KEGG: hsa04080
Tprolif	CD4_Glyco_hi	GZMA	F2R	0.0167897915225766	0.02	GZMA_F2R	GZMA - F2R	PARs	Secreted Signaling	KEGG: hsa04080
CD4_Glyco_lo	CD4_Glyco_lo	GZMA	F2R	0.0226792435026371	0.01	GZMA_F2R	GZMA - F2R	PARs	Secreted Signaling	KEGG: hsa04080
CD8T	CD4_Glyco_lo	GZMA	F2R	0.0252543763573402	0	GZMA_F2R	GZMA - F2R	PARs	Secreted Signaling	KEGG: hsa04080
NK	CD4_Glyco_lo	GZMA	F2R	0.0291806126927204	0	GZMA_F2R	GZMA - F2R	PARs	Secreted Signaling	KEGG: hsa04080
Tprolif	CD4_Glyco_lo	GZMA	F2R	0.0317460312172056	0	GZMA_F2R	GZMA - F2R	PARs	Secreted Signaling	KEGG: hsa04080
CD4_Glyco_hi	CD8T	GZMA	F2R	0.0191063018464359	0	GZMA_F2R	GZMA - F2R	PARs	Secreted Signaling	KEGG: hsa04080
CD4_Glyco_lo	CD8T	GZMA	F2R	0.049288763417444	0	GZMA_F2R	GZMA - F2R	PARs	Secreted Signaling	KEGG: hsa04080
CD8T	CD8T	GZMA	F2R	0.0547161398828269	0	GZMA_F2R	GZMA - F2R	PARs	Secreted Signaling	KEGG: hsa04080
NK	CD8T	GZMA	F2R	0.0629270294511464	0	GZMA_F2R	GZMA - F2R	PARs	Secreted Signaling	KEGG: hsa04080
Tprolif	CD8T	GZMA	F2R	0.0682506959601303	0	GZMA_F2R	GZMA - F2R	PARs	Secreted Signaling	KEGG: hsa04080
CD4_Glyco_hi	Tprolif	GZMA	F2R	0.0198380956696247	0	GZMA_F2R	GZMA - F2R	PARs	Secreted Signaling	KEGG: hsa04080
CD4_Glyco_lo	Tprolif	GZMA	F2R	0.0511163382857993	0	GZMA_F2R	GZMA - F2R	PARs	Secreted Signaling	KEGG: hsa04080
CD8T	Tprolif	GZMA	F2R	0.056732947172713	0	GZMA_F2R	GZMA - F2R	PARs	Secreted Signaling	KEGG: hsa04080
NK	Tprolif	GZMA	F2R	0.0652256025822346	0	GZMA_F2R	GZMA - F2R	PARs	Secreted Signaling	KEGG: hsa04080
Tprolif	Tprolif	GZMA	F2R	0.0707290521880544	0	GZMA_F2R	GZMA - F2R	PARs	Secreted Signaling	KEGG: hsa04080
pDC	pDC	SEMA3C	NRP1_PLXNA4	0.0168758348829265	0	SEMA3C_NRP1_PLXNA4	SEMA3C - (NRP1+PLXNA4)	SEMA3	Secreted Signaling	PMID: 27533782
pDC	MonoMacro	SEMA3C	PLXND1	0.0102481795149581	0	SEMA3C_PLXND1	SEMA3C - PLXND1	SEMA3	Secreted Signaling	PMID: 27533782
MonoMacro	pDC	ADM	CALCRL	0.0100176875695644	0	ADM_CALCRL	ADM - CALCRL	CALCR	Secreted Signaling	KEGG: hsa04080
CD4_Glyco_hi	MonoMacro	ANXA1	FPR2	0.0171050703042546	0	ANXA1_FPR2	ANXA1 - FPR2	ANNEXIN	Secreted Signaling	PMID: 23230437
CD4_Glyco_lo	MonoMacro	ANXA1	FPR2	0.0168573100857633	0	ANXA1_FPR2	ANXA1 - FPR2	ANNEXIN	Secreted Signaling	PMID: 23230437
CD8T	MonoMacro	ANXA1	FPR2	0.039524750832644	0	ANXA1_FPR2	ANXA1 - FPR2	ANNEXIN	Secreted Signaling	PMID: 23230437
MonoMacro	MonoMacro	ANXA1	FPR2	0.0598530950506452	0	ANXA1_FPR2	ANXA1 - FPR2	ANNEXIN	Secreted Signaling	PMID: 23230437
NK	MonoMacro	ANXA1	FPR2	0.050534950365443	0	ANXA1_FPR2	ANXA1 - FPR2	ANNEXIN	Secreted Signaling	PMID: 23230437
Tprolif	MonoMacro	ANXA1	FPR2	0.035158815639088	0	ANXA1_FPR2	ANXA1 - FPR2	ANNEXIN	Secreted Signaling	PMID: 23230437
CD4_Glyco_hi	MonoMacro	ANXA1	FPR1	0.0702250293611039	0	ANXA1_FPR1	ANXA1 - FPR1	ANNEXIN	Secreted Signaling	PMID: 23230437
CD4_Glyco_lo	MonoMacro	ANXA1	FPR1	0.0692620665809662	0	ANXA1_FPR1	ANXA1 - FPR1	ANNEXIN	Secreted Signaling	PMID: 23230437
CD8T	MonoMacro	ANXA1	FPR1	0.151535074415403	0	ANXA1_FPR1	ANXA1 - FPR1	ANNEXIN	Secreted Signaling	PMID: 23230437
MonoMacro	MonoMacro	ANXA1	FPR1	0.216487619688071	0	ANXA1_FPR1	ANXA1 - FPR1	ANNEXIN	Secreted Signaling	PMID: 23230437
NK	MonoMacro	ANXA1	FPR1	0.187651329096551	0	ANXA1_FPR1	ANXA1 - FPR1	ANNEXIN	Secreted Signaling	PMID: 23230437
Tprolif	MonoMacro	ANXA1	FPR1	0.136555484897573	0	ANXA1_FPR1	ANXA1 - FPR1	ANNEXIN	Secreted Signaling	PMID: 23230437
pDC	MonoMacro	GAS6	AXL	0.036155748695152	0	GAS6_AXL	GAS6 - AXL	GAS	Secreted Signaling	PMID: 27801848
Plasma	MonoMacro	GAS6	AXL	0.00834833084820635	0	GAS6_AXL	GAS6 - AXL	GAS	Secreted Signaling	PMID: 27801848
pDC	pDC	GAS6	AXL	0.00839931103091523	0	GAS6_AXL	GAS6 - AXL	GAS	Secreted Signaling	PMID: 27801848
Plasma	pDC	GAS6	AXL	0.00189737009342575	0	GAS6_AXL	GAS6 - AXL	GAS	Secreted Signaling	PMID: 27801848
B	MonoMacro	GRN	SORT1	0.00715553112466995	0	GRN_SORT1	GRN - SORT1	GRN	Secreted Signaling	PMID: 29555433
MonoMacro	MonoMacro	GRN	SORT1	0.0327103721252913	0	GRN_SORT1	GRN - SORT1	GRN	Secreted Signaling	PMID: 29555433
pDC	MonoMacro	GRN	SORT1	0.0329954057472209	0	GRN_SORT1	GRN - SORT1	GRN	Secreted Signaling	PMID: 29555433
Plasma	MonoMacro	GRN	SORT1	0.0135968745588526	0	GRN_SORT1	GRN - SORT1	GRN	Secreted Signaling	PMID: 29555433
B	B	LGALS9	PTPRC	0.0797509211772222	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
MonoMacro	B	LGALS9	PTPRC	0.253067892149124	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
pDC	B	LGALS9	PTPRC	0.186688446251263	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
B	CD4_Glyco_hi	LGALS9	PTPRC	0.0889156176894278	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
MonoMacro	CD4_Glyco_hi	LGALS9	PTPRC	0.27617236094399	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
pDC	CD4_Glyco_hi	LGALS9	PTPRC	0.205399155121596	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
B	CD4_Glyco_lo	LGALS9	PTPRC	0.0887853585050288	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
MonoMacro	CD4_Glyco_lo	LGALS9	PTPRC	0.275850833636996	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
pDC	CD4_Glyco_lo	LGALS9	PTPRC	0.205136672395025	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
B	CD8T	LGALS9	PTPRC	0.089718060453167	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
MonoMacro	CD8T	LGALS9	PTPRC	0.278148820682566	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
pDC	CD8T	LGALS9	PTPRC	0.207013975699928	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
B	MonoMacro	LGALS9	PTPRC	0.0771525632463545	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
MonoMacro	MonoMacro	LGALS9	PTPRC	0.246334263263315	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
pDC	MonoMacro	LGALS9	PTPRC	0.181292350504387	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
B	NK	LGALS9	PTPRC	0.0895826119219565	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
MonoMacro	NK	LGALS9	PTPRC	0.277815717229117	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
pDC	NK	LGALS9	PTPRC	0.206741662814982	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
MonoMacro	pDC	LGALS9	PTPRC	0.215097335284844	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
pDC	pDC	LGALS9	PTPRC	0.156589552582394	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
MonoMacro	Plasma	LGALS9	PTPRC	0.109601011002641	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
B	Tprolif	LGALS9	PTPRC	0.0873881612220557	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
MonoMacro	Tprolif	LGALS9	PTPRC	0.272389819692839	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
pDC	Tprolif	LGALS9	PTPRC	0.202315010276552	0	LGALS9_CD45	LGALS9 - CD45	GALECTIN	Secreted Signaling	PMID: 30120235
B	B	BTLA	TNFRSF14	0.00724432825487509	0	BTLA_TNFRSF14	BTLA - TNFRSF14	BTLA	Secreted Signaling	PMID: 21941365
pDC	B	BTLA	TNFRSF14	0.0127262457993578	0	BTLA_TNFRSF14	BTLA - TNFRSF14	BTLA	Secreted Signaling	PMID: 21941365
B	CD4_Glyco_hi	BTLA	TNFRSF14	0.0074105353524183	0	BTLA_TNFRSF14	BTLA - TNFRSF14	BTLA	Secreted Signaling	PMID: 21941365
pDC	CD4_Glyco_hi	BTLA	TNFRSF14	0.0130165758230359	0	BTLA_TNFRSF14	BTLA - TNFRSF14	BTLA	Secreted Signaling	PMID: 21941365
B	CD4_Glyco_lo	BTLA	TNFRSF14	0.00746301024267642	0	BTLA_TNFRSF14	BTLA - TNFRSF14	BTLA	Secreted Signaling	PMID: 21941365
pDC	CD4_Glyco_lo	BTLA	TNFRSF14	0.0131082235160519	0	BTLA_TNFRSF14	BTLA - TNFRSF14	BTLA	Secreted Signaling	PMID: 21941365
B	CD8T	BTLA	TNFRSF14	0.00720058029327165	0	BTLA_TNFRSF14	BTLA - TNFRSF14	BTLA	Secreted Signaling	PMID: 21941365
pDC	CD8T	BTLA	TNFRSF14	0.0126498147704815	0	BTLA_TNFRSF14	BTLA - TNFRSF14	BTLA	Secreted Signaling	PMID: 21941365
B	MonoMacro	BTLA	TNFRSF14	0.018363301923808	0	BTLA_TNFRSF14	BTLA - TNFRSF14	BTLA	Secreted Signaling	PMID: 21941365
pDC	MonoMacro	BTLA	TNFRSF14	0.0319880437765483	0	BTLA_TNFRSF14	BTLA - TNFRSF14	BTLA	Secreted Signaling	PMID: 21941365
B	NK	BTLA	TNFRSF14	0.00748924560723131	0	BTLA_TNFRSF14	BTLA - TNFRSF14	BTLA	Secreted Signaling	PMID: 21941365
pDC	NK	BTLA	TNFRSF14	0.0131540409803024	0	BTLA_TNFRSF14	BTLA - TNFRSF14	BTLA	Secreted Signaling	PMID: 21941365
B	pDC	BTLA	TNFRSF14	0.00634014990123042	0	BTLA_TNFRSF14	BTLA - TNFRSF14	BTLA	Secreted Signaling	PMID: 21941365
pDC	pDC	BTLA	TNFRSF14	0.0111455404378219	0	BTLA_TNFRSF14	BTLA - TNFRSF14	BTLA	Secreted Signaling	PMID: 21941365
B	Plasma	BTLA	TNFRSF14	0.00806607293569177	0	BTLA_TNFRSF14	BTLA - TNFRSF14	BTLA	Secreted Signaling	PMID: 21941365
pDC	Plasma	BTLA	TNFRSF14	0.0141609499678682	0	BTLA_TNFRSF14	BTLA - TNFRSF14	BTLA	Secreted Signaling	PMID: 21941365
B	Tprolif	BTLA	TNFRSF14	0.00698834796987449	0	BTLA_TNFRSF14	BTLA - TNFRSF14	BTLA	Secreted Signaling	PMID: 21941365
pDC	Tprolif	BTLA	TNFRSF14	0.0122789563371943	0	BTLA_TNFRSF14	BTLA - TNFRSF14	BTLA	Secreted Signaling	PMID: 21941365
MonoMacro	CD4_Glyco_hi	LGALS9	HAVCR2	0.0492792777991006	0	LGALS9_HAVCR2	LGALS9 - HAVCR2	GALECTIN	Secreted Signaling	PMID: 27192565
pDC	CD4_Glyco_hi	LGALS9	HAVCR2	0.0339255238765695	0	LGALS9_HAVCR2	LGALS9 - HAVCR2	GALECTIN	Secreted Signaling	PMID: 27192565
B	CD4_Glyco_lo	LGALS9	HAVCR2	0.0209868738811531	0	LGALS9_HAVCR2	LGALS9 - HAVCR2	GALECTIN	Secreted Signaling	PMID: 27192565
MonoMacro	CD4_Glyco_lo	LGALS9	HAVCR2	0.0773272449654106	0	LGALS9_HAVCR2	LGALS9 - HAVCR2	GALECTIN	Secreted Signaling	PMID: 27192565
pDC	CD4_Glyco_lo	LGALS9	HAVCR2	0.0537285544023075	0	LGALS9_HAVCR2	LGALS9 - HAVCR2	GALECTIN	Secreted Signaling	PMID: 27192565
B	CD8T	LGALS9	HAVCR2	0.0207424363561672	0	LGALS9_HAVCR2	LGALS9 - HAVCR2	GALECTIN	Secreted Signaling	PMID: 27192565
MonoMacro	CD8T	LGALS9	HAVCR2	0.0764778629958331	0	LGALS9_HAVCR2	LGALS9 - HAVCR2	GALECTIN	Secreted Signaling	PMID: 27192565
pDC	CD8T	LGALS9	HAVCR2	0.0531234619973702	0	LGALS9_HAVCR2	LGALS9 - HAVCR2	GALECTIN	Secreted Signaling	PMID: 27192565
B	MonoMacro	LGALS9	HAVCR2	0.046555980720035	0	LGALS9_HAVCR2	LGALS9 - HAVCR2	GALECTIN	Secreted Signaling	PMID: 27192565
MonoMacro	MonoMacro	LGALS9	HAVCR2	0.160298919588168	0	LGALS9_HAVCR2	LGALS9 - HAVCR2	GALECTIN	Secreted Signaling	PMID: 27192565
pDC	MonoMacro	LGALS9	HAVCR2	0.114521840049951	0	LGALS9_HAVCR2	LGALS9 - HAVCR2	GALECTIN	Secreted Signaling	PMID: 27192565
