cell	cell_group
F11_P2_M13_L001	CD8T
F11_P3_M13_L001	NK
F11_P4_M13_L001	MonoMacro
F12_P5_M13_L001	NK
F1_P2_M13_L001	MonoMacro
F2_P4_M13_L001	MonoMacro
F2_P5_M13_L001	NK
F3_P4_M13_L001	CD4_Glyco_lo
F4_P2_M13_L001	CD8T
F4_P4_M13_L001	pDC
F5_P2_M13_L001	CD8T
F5_P4_M13_L001	MonoMacro
F5_P5_M13_L001	CD8T
F6_P2_M13_L001	CD4_Glyco_hi
F7_P3_M13_L001	CD8T
F7_P5_M13_L001	CD8T
F8_P2_M13_L001	CD8T
F8_P4_M13_L001	NK
F9_P2_M13_L001	CD8T
F9_P3_M13_L001	pDC
F9_P4_M13_L001	CD8T
G10_P2_M13_L001	CD8T
G11_P2_M13_L001	CD4_Glyco_lo
G11_P3_M13_L001	Tprolif
G11_P4_M13_L001	pDC
G11_P5_M13_L001	B
G12_P4_M13_L001	NK
G12_P5_M13_L001	Tprolif
G1_P2_M13_L001	CD8T
G1_P3_M13_L001	CD4_Glyco_hi
G1_P5_M13_L001	CD4_Glyco_hi
G2_P2_M13_L001	MonoMacro
G2_P3_M13_L001	MonoMacro
G3_P3_M13_L001	CD8T
G4_P2_M13_L001	MonoMacro
G4_P3_M13_L001	Tprolif
G4_P4_M13_L001	CD4_Glyco_lo
G5_P2_M13_L001	Tprolif
G5_P3_M13_L001	NK
G6_P2_M13_L001	CD4_Glyco_lo
G7_P2_M13_L001	CD8T
G7_P3_M13_L001	CD4_Glyco_hi
G8_P3_M13_L001	CD4_Glyco_hi
G8_P4_M13_L001	CD8T
G9_P2_M13_L001	B
G9_P3_M13_L001	MonoMacro
H10_P5_M13_L001	CD4_Glyco_hi
H11_P2_M13_L001	CD8T
H11_P3_M13_L001	MonoMacro
H11_P5_M13_L001	MonoMacro
H12_P3_M13_L001	MonoMacro
H12_P4_M13_L001	Tprolif
H1_P2_M13_L001	CD8T
H1_P4_M13_L001	CD8T
H2_P4_M13_L001	NK
H3_P2_M13_L001	CD8T
H3_P4_M13_L001	CD8T
H3_P5_M13_L001	CD8T
H4_P3_M13_L001	CD8T
H4_P5_M13_L001	CD8T
H5_P3_M13_L001	B
H5_P5_M13_L001	CD8T
H6_P2_M13_L001	MonoMacro
H6_P4_M13_L001	CD8T
H6_P5_M13_L001	CD8T
H8_P4_M13_L001	CD8T
H8_P5_M13_L001	CD8T
H9_P3_M13_L001	pDC
A10_P1_MMD8_L001	CD8T
A10_P4_MMD8_L001	CD8T
A10_P5_MMD8_L001	pDC
A11_P1_MMD8_L001	B
A11_P2_MMD8_L001	CD4_Glyco_hi
A11_P4_MMD8_L001	CD8T
A11_P5_MMD8_L001	CD8T
A12_P2_MMD8_L001	CD8T
A12_P4_MMD8_L001	NK
A12_P5_MMD8_L001	CD8T
A2_P2_MMD8_L001	Tprolif
A2_P4_MMD8_L001	pDC
A2_P5_MMD8_L001	pDC
A3_P1_MMD8_L001	CD8T
A3_P2_MMD8_L001	B
A3_P4_MMD8_L001	CD8T
A3_P5_MMD8_L001	pDC
A4_P1_MMD8_L001	CD4_Glyco_hi
A4_P2_MMD8_L001	B
A4_P4_MMD8_L001	MonoMacro
A4_P5_MMD8_L001	CD4_Glyco_lo
A5_P2_MMD8_L001	pDC
A5_P4_MMD8_L001	pDC
A5_P5_MMD8_L001	NK
A6_P4_MMD8_L001	Tprolif
A6_P5_MMD8_L001	CD4_Glyco_hi
A7_P1_MMD8_L001	NK
A7_P4_MMD8_L001	CD8T
A7_P5_MMD8_L001	CD4_Glyco_hi
A8_P1_MMD8_L001	NK
A8_P2_MMD8_L001	CD8T
A9_P1_MMD8_L001	CD4_Glyco_hi
A9_P2_MMD8_L001	pDC
A9_P4_MMD8_L001	CD4_Glyco_lo
A9_P5_MMD8_L001	CD8T
B10_P1_MMD8_L001	pDC
B10_P2_MMD8_L001	CD4_Glyco_lo
B10_P5_MMD8_L001	Plasma
B11_P2_MMD8_L001	CD4_Glyco_lo
B11_P5_MMD8_L001	CD4_Glyco_lo
B12_P1_MMD8_L001	CD8T
B12_P2_MMD8_L001	pDC
B12_P4_MMD8_L001	Tprolif
B1_P1_MMD8_L001	CD8T
B1_P2_MMD8_L001	CD8T
B1_P4_MMD8_L001	CD8T
B2_P1_MMD8_L001	CD4_Glyco_hi
B2_P4_MMD8_L001	CD8T
B2_P5_MMD8_L001	CD8T
B3_P1_MMD8_L001	CD8T
B3_P2_MMD8_L001	CD8T
B3_P4_MMD8_L001	CD4_Glyco_lo
B4_P1_MMD8_L001	Tprolif
B4_P4_MMD8_L001	pDC
B4_P5_MMD8_L001	MonoMacro
B5_P2_MMD8_L001	CD4_Glyco_hi
B5_P4_MMD8_L001	CD4_Glyco_hi
B5_P5_MMD8_L001	pDC
B6_P2_MMD8_L001	B
B6_P4_MMD8_L001	CD8T
B7_P4_MMD8_L001	pDC
B7_P5_MMD8_L001	CD8T
B8_P1_MMD8_L001	CD4_Glyco_lo
B8_P4_MMD8_L001	MonoMacro
B8_P5_MMD8_L001	CD8T
B9_P1_MMD8_L001	CD4_Glyco_hi
B9_P5_MMD8_L001	CD4_Glyco_hi
C10_P1_MMD8_L001	CD8T
C10_P2_MMD8_L001	pDC
C11_P1_MMD8_L001	pDC
C11_P2_MMD8_L001	CD8T
C11_P5_MMD8_L001	CD8T
C12_P1_MMD8_L001	pDC
C12_P4_MMD8_L001	CD8T
C12_P5_MMD8_L001	CD4_Glyco_hi
C1_P2_MMD8_L001	CD8T
C1_P4_MMD8_L001	CD8T
C1_P5_MMD8_L001	NK
C2_P1_MMD8_L001	CD4_Glyco_lo
C2_P2_MMD8_L001	CD8T
C2_P4_MMD8_L001	pDC
C2_P5_MMD8_L001	CD8T
C3_P1_MMD8_L001	CD8T
C3_P2_MMD8_L001	CD8T
C3_P4_MMD8_L001	CD8T
C4_P1_MMD8_L001	NK
C4_P4_MMD8_L001	Tprolif
C4_P5_MMD8_L001	pDC
C5_P1_MMD8_L001	CD8T
C5_P4_MMD8_L001	CD8T
C5_P5_MMD8_L001	CD8T
C6_P1_MMD8_L001	CD4_Glyco_lo
C6_P2_MMD8_L001	MonoMacro
C6_P5_MMD8_L001	Tprolif
C7_P1_MMD8_L001	CD8T
C7_P2_MMD8_L001	CD4_Glyco_lo
C7_P4_MMD8_L001	pDC
C7_P5_MMD8_L001	CD4_Glyco_hi
C8_P2_MMD8_L001	CD8T
C8_P4_MMD8_L001	CD8T
C8_P5_MMD8_L001	CD8T
C9_P1_MMD8_L001	pDC
C9_P2_MMD8_L001	CD8T
C9_P4_MMD8_L001	CD8T
D10_P1_MMD8_L001	MonoMacro
D10_P2_MMD8_L001	CD8T
D10_P4_MMD8_L001	CD8T
D10_P5_MMD8_L001	CD8T
D11_P1_MMD8_L001	CD8T
D11_P2_MMD8_L001	CD4_Glyco_lo
D11_P4_MMD8_L001	pDC
D11_P5_MMD8_L001	CD8T
D12_P1_MMD8_L001	CD4_Glyco_lo
D12_P4_MMD8_L001	CD4_Glyco_lo
D12_P5_MMD8_L001	CD8T
D1_P1_MMD8_L001	CD8T
D1_P2_MMD8_L001	pDC
D2_P1_MMD8_L001	CD4_Glyco_hi
D2_P2_MMD8_L001	B
D2_P4_MMD8_L001	CD8T
D2_P5_MMD8_L001	pDC
D3_P1_MMD8_L001	pDC
D3_P4_MMD8_L001	CD8T
D3_P5_MMD8_L001	CD8T
D4_P4_MMD8_L001	MonoMacro
D4_P5_MMD8_L001	CD8T
D5_P1_MMD8_L001	CD8T
D5_P2_MMD8_L001	MonoMacro
D5_P4_MMD8_L001	CD4_Glyco_lo
D5_P5_MMD8_L001	CD8T
D6_P4_MMD8_L001	CD8T
D6_P5_MMD8_L001	MonoMacro
D7_P1_MMD8_L001	CD4_Glyco_lo
D7_P4_MMD8_L001	CD8T
D7_P5_MMD8_L001	CD8T
D8_P1_MMD8_L001	CD8T
D8_P5_MMD8_L001	CD4_Glyco_hi
D9_P1_MMD8_L001	CD4_Glyco_hi
D9_P2_MMD8_L001	CD8T
D9_P4_MMD8_L001	pDC
E10_P1_MMD8_L001	pDC
E10_P2_MMD8_L001	NK
E10_P5_MMD8_L001	pDC
E11_P1_MMD8_L001	pDC
E11_P2_MMD8_L001	Tprolif
E11_P5_MMD8_L001	CD8T
E12_P1_MMD8_L001	Tprolif
E12_P2_MMD8_L001	pDC
E12_P4_MMD8_L001	NK
E12_P5_MMD8_L001	CD8T
E1_P1_MMD8_L001	CD8T
E1_P4_MMD8_L001	CD8T
E1_P5_MMD8_L001	CD4_Glyco_hi
E2_P1_MMD8_L001	CD8T
E2_P5_MMD8_L001	CD8T
E3_P1_MMD8_L001	Tprolif
E3_P2_MMD8_L001	CD8T
E3_P4_MMD8_L001	CD8T
E3_P5_MMD8_L001	CD4_Glyco_lo
E4_P1_MMD8_L001	CD8T
E4_P5_MMD8_L001	CD8T
E5_P5_MMD8_L001	Tprolif
E6_P1_MMD8_L001	B
E6_P2_MMD8_L001	MonoMacro
E6_P4_MMD8_L001	CD8T
E6_P5_MMD8_L001	CD8T
E7_P1_MMD8_L001	Tprolif
E7_P2_MMD8_L001	MonoMacro
E7_P4_MMD8_L001	B
E7_P5_MMD8_L001	pDC
E8_P1_MMD8_L001	pDC
E8_P2_MMD8_L001	CD8T
E9_P2_MMD8_L001	CD8T
F10_P2_MMD8_L001	CD4_Glyco_lo
F10_P5_MMD8_L001	pDC
F11_P1_MMD8_L001	NK
F11_P2_MMD8_L001	CD8T
F11_P4_MMD8_L001	NK
F12_P1_MMD8_L001	Tprolif
F12_P2_MMD8_L001	pDC
F12_P4_MMD8_L001	CD4_Glyco_hi
F12_P5_MMD8_L001	CD8T
F1_P1_MMD8_L001	MonoMacro
F1_P2_MMD8_L001	CD8T
F1_P5_MMD8_L001	NK
F2_P1_MMD8_L001	pDC
F2_P4_MMD8_L001	CD8T
F2_P5_MMD8_L001	CD8T
F3_P4_MMD8_L001	CD8T
F3_P5_MMD8_L001	pDC
F4_P1_MMD8_L001	CD8T
F4_P2_MMD8_L001	CD8T
F4_P4_MMD8_L001	NK
F4_P5_MMD8_L001	pDC
F5_P1_MMD8_L001	CD8T
F5_P2_MMD8_L001	NK
F5_P4_MMD8_L001	CD8T
F5_P5_MMD8_L001	CD8T
F6_P1_MMD8_L001	CD8T
F6_P2_MMD8_L001	CD4_Glyco_lo
F6_P4_MMD8_L001	pDC
F6_P5_MMD8_L001	MonoMacro
F7_P5_MMD8_L001	CD8T
F8_P1_MMD8_L001	CD8T
F8_P4_MMD8_L001	Tprolif
F8_P5_MMD8_L001	CD4_Glyco_hi
F9_P4_MMD8_L001	CD4_Glyco_hi
G10_P1_MMD8_L001	CD8T
G10_P4_MMD8_L001	CD8T
G10_P5_MMD8_L001	CD4_Glyco_hi
G11_P1_MMD8_L001	CD8T
G11_P2_MMD8_L001	CD8T
G11_P5_MMD8_L001	CD4_Glyco_lo
G12_P2_MMD8_L001	Tprolif
G12_P4_MMD8_L001	CD4_Glyco_hi
G12_P5_MMD8_L001	CD4_Glyco_hi
G1_P2_MMD8_L001	CD8T
G1_P5_MMD8_L001	CD8T
G2_P5_MMD8_L001	CD8T
G3_P2_MMD8_L001	pDC
G3_P4_MMD8_L001	pDC
G3_P5_MMD8_L001	pDC
G4_P1_MMD8_L001	CD8T
G4_P4_MMD8_L001	CD8T
G5_P2_MMD8_L001	CD8T
G5_P5_MMD8_L001	CD8T
G6_P1_MMD8_L001	CD4_Glyco_lo
G6_P2_MMD8_L001	CD4_Glyco_hi
G6_P4_MMD8_L001	CD8T
G6_P5_MMD8_L001	pDC
G7_P1_MMD8_L001	CD8T
G7_P2_MMD8_L001	MonoMacro
G7_P4_MMD8_L001	pDC
G7_P5_MMD8_L001	CD8T
G8_P1_MMD8_L001	Tprolif
G8_P2_MMD8_L001	B
G8_P4_MMD8_L001	pDC
G8_P5_MMD8_L001	CD4_Glyco_lo
G9_P1_MMD8_L001	CD4_Glyco_lo
G9_P2_MMD8_L001	pDC
G9_P5_MMD8_L001	CD8T
H10_P1_MMD8_L001	pDC
H10_P2_MMD8_L001	pDC
H10_P4_MMD8_L001	CD8T
H11_P4_MMD8_L001	Tprolif
H11_P5_MMD8_L001	pDC
H12_P1_MMD8_L001	CD4_Glyco_hi
H12_P2_MMD8_L001	pDC
H12_P4_MMD8_L001	CD8T
H1_P1_MMD8_L001	MonoMacro
H1_P2_MMD8_L001	CD4_Glyco_hi
H1_P4_MMD8_L001	CD8T
H2_P1_MMD8_L001	B
H2_P2_MMD8_L001	pDC
H2_P4_MMD8_L001	CD8T
H2_P5_MMD8_L001	CD4_Glyco_lo
H3_P1_MMD8_L001	CD4_Glyco_hi
H3_P2_MMD8_L001	CD4_Glyco_lo
H3_P5_MMD8_L001	NK
H4_P1_MMD8_L001	CD8T
H4_P4_MMD8_L001	Tprolif
H4_P5_MMD8_L001	CD8T
H5_P1_MMD8_L001	CD8T
H5_P2_MMD8_L001	CD8T
H5_P4_MMD8_L001	CD8T
H6_P2_MMD8_L001	NK
H6_P4_MMD8_L001	CD8T
H6_P5_MMD8_L001	CD8T
H7_P2_MMD8_L001	MonoMacro
H7_P4_MMD8_L001	B
H8_P1_MMD8_L001	NK
H8_P2_MMD8_L001	CD4_Glyco_lo
H8_P4_MMD8_L001	CD8T
H9_P1_MMD8_L001	CD8T
H9_P4_MMD8_L001	CD8T
H9_P5_MMD8_L001	CD8T
A10_P5_MMD9_L001	CD8T
A11_P1_MMD9_L001	Plasma
A11_P3_MMD9_L001	CD8T
A12_P3_MMD9_L001	CD4_Glyco_hi
A12_P5_MMD9_L001	CD8T
A2_P3_MMD9_L001	CD4_Glyco_hi
A2_P5_MMD9_L001	CD8T
A3_P1_MMD9_L001	Plasma
A3_P2_MMD9_L001	B
A4_P1_MMD9_L001	CD8T
A4_P3_MMD9_L001	CD4_Glyco_hi
A4_P5_MMD9_L001	B
A5_P1_MMD9_L001	CD4_Glyco_lo
A5_P2_MMD9_L001	CD8T
A6_P1_MMD9_L001	Plasma
A6_P3_MMD9_L001	CD4_Glyco_hi
A6_P5_MMD9_L001	CD4_Glyco_hi
A7_P1_MMD9_L001	Plasma
A7_P2_MMD9_L001	CD4_Glyco_hi
A7_P3_MMD9_L001	CD4_Glyco_hi
A7_P5_MMD9_L001	CD8T
A8_P1_MMD9_L001	CD4_Glyco_lo
A8_P2_MMD9_L001	CD4_Glyco_lo
A9_P5_MMD9_L001	CD4_Glyco_lo
B10_P2_MMD9_L001	CD4_Glyco_lo
B10_P3_MMD9_L001	CD4_Glyco_hi
B10_P5_MMD9_L001	CD8T
B11_P1_MMD9_L001	CD8T
B11_P5_MMD9_L001	CD4_Glyco_hi
B12_P5_MMD9_L001	NK
B1_P1_MMD9_L001	CD4_Glyco_lo
B1_P3_MMD9_L001	CD8T
B1_P5_MMD9_L001	CD4_Glyco_hi
B2_P1_MMD9_L001	CD4_Glyco_lo
B2_P2_MMD9_L001	Plasma
B2_P5_MMD9_L001	CD8T
B3_P3_MMD9_L001	CD8T
B4_P1_MMD9_L001	CD8T
B4_P2_MMD9_L001	CD4_Glyco_lo
B5_P3_MMD9_L001	CD4_Glyco_lo
B6_P1_MMD9_L001	CD8T
B6_P5_MMD9_L001	CD4_Glyco_hi
B7_P2_MMD9_L001	CD8T
B7_P5_MMD9_L001	CD8T
B8_P1_MMD9_L001	CD8T
B8_P2_MMD9_L001	CD4_Glyco_hi
B9_P2_MMD9_L001	CD4_Glyco_lo
B9_P3_MMD9_L001	CD8T
C10_P2_MMD9_L001	CD4_Glyco_lo
C10_P3_MMD9_L001	CD8T
C11_P2_MMD9_L001	Plasma
C11_P5_MMD9_L001	CD4_Glyco_hi
C12_P1_MMD9_L001	CD8T
C12_P2_MMD9_L001	CD8T
C12_P3_MMD9_L001	B
C1_P1_MMD9_L001	CD8T
C1_P3_MMD9_L001	CD8T
C2_P2_MMD9_L001	CD4_Glyco_hi
C2_P5_MMD9_L001	CD8T
C3_P2_MMD9_L001	CD8T
C3_P5_MMD9_L001	Plasma
C4_P1_MMD9_L001	CD8T
C4_P2_MMD9_L001	CD4_Glyco_hi
C4_P3_MMD9_L001	CD8T
C4_P5_MMD9_L001	CD8T
C5_P1_MMD9_L001	CD8T
C5_P5_MMD9_L001	CD4_Glyco_lo
C6_P1_MMD9_L001	CD8T
C6_P3_MMD9_L001	MonoMacro
C6_P5_MMD9_L001	MonoMacro
C7_P2_MMD9_L001	CD8T
C7_P5_MMD9_L001	CD8T
C9_P1_MMD9_L001	CD8T
C9_P3_MMD9_L001	CD8T
D10_P1_MMD9_L001	NK
D10_P2_MMD9_L001	Tprolif
D10_P3_MMD9_L001	B
D11_P1_MMD9_L001	CD4_Glyco_hi
D11_P3_MMD9_L001	CD8T
D11_P5_MMD9_L001	CD8T
D12_P1_MMD9_L001	CD8T
D12_P2_MMD9_L001	CD4_Glyco_hi
D12_P5_MMD9_L001	CD4_Glyco_hi
D1_P5_MMD9_L001	CD4_Glyco_lo
D2_P1_MMD9_L001	CD8T
D3_P1_MMD9_L001	CD8T
D3_P3_MMD9_L001	CD8T
D4_P3_MMD9_L001	CD4_Glyco_hi
D4_P5_MMD9_L001	CD8T
D5_P1_MMD9_L001	CD8T
D5_P3_MMD9_L001	CD4_Glyco_lo
D6_P1_MMD9_L001	CD4_Glyco_lo
D6_P3_MMD9_L001	CD8T
D6_P5_MMD9_L001	B
D8_P1_MMD9_L001	CD4_Glyco_lo
D8_P3_MMD9_L001	B
E10_P3_MMD9_L001	Plasma
E11_P1_MMD9_L001	Plasma
E11_P5_MMD9_L001	CD8T
E12_P1_MMD9_L001	CD8T
E12_P2_MMD9_L001	CD4_Glyco_lo
E12_P3_MMD9_L001	CD4_Glyco_lo
E12_P5_MMD9_L001	CD8T
E1_P1_MMD9_L001	CD4_Glyco_lo
E1_P3_MMD9_L001	Plasma
E1_P5_MMD9_L001	CD8T
E2_P3_MMD9_L001	CD8T
E3_P2_MMD9_L001	CD8T
E3_P3_MMD9_L001	CD8T
E3_P5_MMD9_L001	CD8T
E4_P1_MMD9_L001	CD8T
E4_P2_MMD9_L001	CD8T
E5_P5_MMD9_L001	CD8T
E6_P1_MMD9_L001	CD8T
E6_P5_MMD9_L001	MonoMacro
E7_P1_MMD9_L001	MonoMacro
E7_P5_MMD9_L001	MonoMacro
E8_P5_MMD9_L001	CD8T
E9_P3_MMD9_L001	CD4_Glyco_lo
F11_P3_MMD9_L001	CD8T
F11_P5_MMD9_L001	CD8T
F12_P1_MMD9_L001	CD8T
F12_P3_MMD9_L001	CD4_Glyco_hi
F2_P5_MMD9_L001	CD4_Glyco_lo
F3_P1_MMD9_L001	CD8T
F3_P3_MMD9_L001	CD4_Glyco_hi
F3_P5_MMD9_L001	B
F4_P1_MMD9_L001	CD8T
F4_P3_MMD9_L001	CD4_Glyco_lo
F4_P5_MMD9_L001	CD8T
F5_P1_MMD9_L001	CD8T
F5_P2_MMD9_L001	CD4_Glyco_hi
F5_P3_MMD9_L001	CD8T
F6_P1_MMD9_L001	CD8T
F6_P5_MMD9_L001	MonoMacro
F7_P1_MMD9_L001	MonoMacro
F7_P5_MMD9_L001	CD4_Glyco_lo
F8_P1_MMD9_L001	MonoMacro
F8_P2_MMD9_L001	CD8T
F8_P3_MMD9_L001	CD8T
F9_P3_MMD9_L001	CD8T
G10_P5_MMD9_L001	B
G11_P2_MMD9_L001	B
G11_P5_MMD9_L001	CD8T
G12_P1_MMD9_L001	CD8T
G12_P2_MMD9_L001	CD4_Glyco_lo
G12_P5_MMD9_L001	CD8T
G1_P2_MMD9_L001	CD4_Glyco_lo
G1_P3_MMD9_L001	CD8T
G1_P5_MMD9_L001	CD8T
G2_P2_MMD9_L001	CD8T
G3_P1_MMD9_L001	CD8T
G3_P2_MMD9_L001	CD4_Glyco_lo
G3_P5_MMD9_L001	CD8T
G4_P1_MMD9_L001	CD8T
G4_P2_MMD9_L001	CD8T
G4_P5_MMD9_L001	CD8T
G5_P2_MMD9_L001	CD4_Glyco_hi
G5_P3_MMD9_L001	CD8T
G5_P5_MMD9_L001	CD8T
G6_P1_MMD9_L001	CD4_Glyco_hi
G6_P2_MMD9_L001	CD8T
G6_P3_MMD9_L001	CD4_Glyco_hi
G7_P3_MMD9_L001	CD8T
G8_P3_MMD9_L001	CD8T
G9_P1_MMD9_L001	CD4_Glyco_hi
G9_P2_MMD9_L001	CD8T
H10_P1_MMD9_L001	CD4_Glyco_hi
H10_P5_MMD9_L001	CD8T
H11_P3_MMD9_L001	B
H12_P2_MMD9_L001	Plasma
H12_P3_MMD9_L001	CD4_Glyco_lo
H1_P1_MMD9_L001	CD4_Glyco_hi
H1_P5_MMD9_L001	CD8T
H2_P2_MMD9_L001	CD4_Glyco_hi
H3_P2_MMD9_L001	CD8T
H3_P3_MMD9_L001	CD4_Glyco_lo
H3_P5_MMD9_L001	CD8T
H5_P2_MMD9_L001	CD8T
H5_P5_MMD9_L001	CD4_Glyco_hi
H7_P1_MMD9_L001	CD4_Glyco_lo
H7_P5_MMD9_L001	CD4_Glyco_lo
H8_P2_MMD9_L001	CD8T
H8_P3_MMD9_L001	Plasma
A10_P1_M45_L001	B
A10_P3_M45_L001	CD8T
A10_P4_M45_L001	B
A10_P5_M45_L001	CD4_Glyco_lo
A11_P1_M45_L001	B
A11_P3_M45_L001	B
A11_P4_M45_L001	B
A12_P3_M45_L001	B
A12_P4_M45_L001	CD4_Glyco_hi
A1_P1_M45_L001	CD4_Glyco_lo
A1_P3_M45_L001	B
A1_P4_M45_L001	B
A1_P5_M45_L001	Plasma
A2_P1_M45_L001	B
A2_P3_M45_L001	B
A2_P4_M45_L001	MonoMacro
A2_P5_M45_L001	B
A3_P1_M45_L001	B
A3_P3_M45_L001	CD8T
A3_P4_M45_L001	B
A3_P5_M45_L001	NK
A4_P1_M45_L001	B
A4_P4_M45_L001	B
A5_P1_M45_L001	B
A5_P3_M45_L001	B
A5_P5_M45_L001	CD4_Glyco_lo
A6_P1_M45_L001	B
A6_P3_M45_L001	NK
A6_P5_M45_L001	Plasma
A7_P1_M45_L001	B
A7_P5_M45_L001	CD8T
A8_P1_M45_L001	B
A8_P3_M45_L001	B
A9_P1_M45_L001	B
A9_P3_M45_L001	B
A9_P4_M45_L001	CD4_Glyco_hi
A9_P5_M45_L001	B
B10_P3_M45_L001	B
B10_P5_M45_L001	B
B11_P1_M45_L001	CD4_Glyco_hi
B11_P4_M45_L001	CD4_Glyco_lo
B11_P5_M45_L001	CD4_Glyco_hi
B12_P4_M45_L001	CD4_Glyco_lo
B12_P5_M45_L001	CD8T
B1_P1_M45_L001	B
B1_P4_M45_L001	B
B2_P1_M45_L001	B
B2_P3_M45_L001	CD4_Glyco_hi
B2_P4_M45_L001	B
B2_P5_M45_L001	B
B3_P1_M45_L001	CD4_Glyco_hi
B3_P3_M45_L001	B
B3_P4_M45_L001	B
B3_P5_M45_L001	B
B4_P1_M45_L001	B
B4_P3_M45_L001	CD4_Glyco_hi
B4_P4_M45_L001	B
B5_P1_M45_L001	CD4_Glyco_lo
B5_P3_M45_L001	CD4_Glyco_lo
B5_P4_M45_L001	B
B6_P1_M45_L001	B
B6_P3_M45_L001	B
B6_P4_M45_L001	B
B7_P1_M45_L001	B
B7_P3_M45_L001	CD8T
B7_P5_M45_L001	B
B8_P1_M45_L001	B
B8_P3_M45_L001	B
B9_P3_M45_L001	B
C10_P1_M45_L001	B
C10_P3_M45_L001	B
C10_P4_M45_L001	B
C10_P5_M45_L001	CD4_Glyco_lo
C11_P1_M45_L001	B
C11_P3_M45_L001	B
C11_P4_M45_L001	CD4_Glyco_hi
C11_P5_M45_L001	CD4_Glyco_lo
C12_P3_M45_L001	B
C12_P4_M45_L001	B
C12_P5_M45_L001	CD8T
C1_P1_M45_L001	CD8T
C1_P3_M45_L001	B
C1_P4_M45_L001	B
C1_P5_M45_L001	B
C2_P1_M45_L001	B
C2_P3_M45_L001	B
C2_P4_M45_L001	CD8T
C2_P5_M45_L001	B
C3_P1_M45_L001	B
C3_P5_M45_L001	B
C4_P4_M45_L001	MonoMacro
C4_P5_M45_L001	B
C5_P1_M45_L001	CD4_Glyco_lo
C5_P4_M45_L001	Tprolif
C5_P5_M45_L001	CD4_Glyco_hi
C6_P1_M45_L001	MonoMacro
C6_P3_M45_L001	NK
C6_P4_M45_L001	CD4_Glyco_hi
C6_P5_M45_L001	B
C7_P1_M45_L001	B
C7_P4_M45_L001	B
C7_P5_M45_L001	B
C9_P1_M45_L001	CD8T
D10_P4_M45_L001	CD8T
D11_P1_M45_L001	B
D11_P3_M45_L001	B
D11_P4_M45_L001	NK
D11_P5_M45_L001	B
D12_P1_M45_L001	B
D12_P3_M45_L001	B
D12_P4_M45_L001	CD4_Glyco_hi
D1_P1_M45_L001	CD8T
D1_P3_M45_L001	B
D1_P5_M45_L001	CD8T
D2_P1_M45_L001	B
D2_P3_M45_L001	B
D2_P5_M45_L001	B
D3_P1_M45_L001	B
D3_P4_M45_L001	B
D3_P5_M45_L001	B
D4_P1_M45_L001	B
D4_P3_M45_L001	B
D4_P5_M45_L001	B
D5_P1_M45_L001	B
D5_P3_M45_L001	CD8T
D5_P4_M45_L001	B
D5_P5_M45_L001	B
D6_P1_M45_L001	B
D6_P4_M45_L001	B
D6_P5_M45_L001	CD8T
D7_P3_M45_L001	B
D7_P4_M45_L001	CD4_Glyco_hi
D7_P5_M45_L001	NK
D8_P1_M45_L001	NK
D8_P3_M45_L001	CD4_Glyco_hi
D8_P4_M45_L001	B
D8_P5_M45_L001	CD4_Glyco_hi
D9_P1_M45_L001	CD4_Glyco_hi
D9_P3_M45_L001	B
D9_P4_M45_L001	CD8T
D9_P5_M45_L001	B
E10_P4_M45_L001	CD8T
E11_P1_M45_L001	B
E11_P3_M45_L001	CD4_Glyco_lo
E11_P4_M45_L001	NK
E11_P5_M45_L001	CD8T
E12_P1_M45_L001	NK
E12_P3_M45_L001	CD4_Glyco_hi
E12_P4_M45_L001	B
E12_P5_M45_L001	NK
E1_P1_M45_L001	B
E1_P3_M45_L001	B
E1_P4_M45_L001	NK
E1_P5_M45_L001	B
E2_P1_M45_L001	B
E2_P3_M45_L001	CD8T
E2_P4_M45_L001	B
E2_P5_M45_L001	CD8T
E3_P1_M45_L001	B
E3_P3_M45_L001	B
E3_P4_M45_L001	CD8T
E3_P5_M45_L001	B
E4_P5_M45_L001	CD8T
E5_P1_M45_L001	CD8T
E5_P4_M45_L001	B
E5_P5_M45_L001	B
E6_P1_M45_L001	B
E6_P3_M45_L001	B
E6_P4_M45_L001	B
E6_P5_M45_L001	B
E7_P1_M45_L001	B
E7_P4_M45_L001	B
E8_P4_M45_L001	B
E9_P1_M45_L001	B
E9_P3_M45_L001	B
F10_P1_M45_L001	B
F10_P3_M45_L001	CD8T
F11_P1_M45_L001	B
F11_P4_M45_L001	B
F12_P1_M45_L001	CD4_Glyco_hi
F12_P3_M45_L001	B
F12_P4_M45_L001	NK
F12_P5_M45_L001	B
F1_P1_M45_L001	CD8T
F1_P3_M45_L001	B
F2_P1_M45_L001	B
F2_P3_M45_L001	CD4_Glyco_hi
F2_P4_M45_L001	B
F2_P5_M45_L001	B
F3_P1_M45_L001	CD8T
F3_P4_M45_L001	CD4_Glyco_lo
F4_P3_M45_L001	B
F4_P4_M45_L001	B
F4_P5_M45_L001	CD8T
F5_P3_M45_L001	B
F6_P1_M45_L001	B
F6_P3_M45_L001	B
F6_P4_M45_L001	CD4_Glyco_lo
F7_P3_M45_L001	B
F7_P4_M45_L001	B
F7_P5_M45_L001	NK
F8_P1_M45_L001	MonoMacro
F8_P3_M45_L001	B
F8_P4_M45_L001	B
F8_P5_M45_L001	CD8T
F9_P1_M45_L001	B
